Round,Global Train Loss,Global Validation Loss,Global Top1 Accuracy (%),Global Top5 Accuracy (%),Precision,Recall,F1-Score,Participants,Clients
64,0.2045086331810412,0.49625917534828184,84.15,99.74,0.8681494675088306,0.8415,0.8335754086377029,5,"[2, 28, 39, 35, 22]"
65,0.10604746255359457,0.4065282133460045,85.97,99.82,0.8831396448063924,0.8597,0.8569434065649657,5,"[4, 36, 11, 49, 41]"
66,0.10036525008452543,0.3503900558590889,87.8,99.73,0.8804395144423028,0.878,0.8723385107545159,5,"[6, 34, 3, 17, 15]"
67,0.058644362838837984,0.6422350139856339,80.36,99.67,0.8652877966671373,0.8036,0.7834198274884058,5,"[37, 27, 10, 40, 31]"
68,0.23543264427321803,0.3025839603066444,88.88,99.77,0.889613454663061,0.8888,0.8877851431787629,5,"[7, 28, 27, 37, 12]"
69,0.10570593442718801,0.4266626944899559,85.78,99.79,0.8796718491844662,0.8578,0.8424207997098281,5,"[16, 13, 7, 30, 23]"
70,0.11005182011565207,0.3676383101940155,86.75,99.83,0.8832217302727661,0.8675,0.8647917467131032,5,"[9, 14, 2, 12, 46]"
71,0.2070585354850789,0.607907572889328,78.51,99.75,0.88032134148685,0.7851,0.7962993154240551,5,"[23, 42, 9, 26, 44]"
72,0.12203068963604505,0.4248617973208427,85.64,99.68,0.8776482606916741,0.8564,0.8416457149513547,5,"[0, 11, 17, 32, 27]"
73,0.20113511068091355,0.36054419413805006,86.34,99.83,0.8841780215176824,0.8634,0.8619644036868107,5,"[38, 24, 26, 15, 42]"
74,0.06012019072360379,0.5978448094129563,81.24,99.75,0.8727369303277839,0.8124,0.7960217453184205,5,"[22, 31, 12, 48, 19]"
75,0.1155237218878985,0.37453193247318267,85.29,99.86,0.8982493816426584,0.8529,0.8589685085335839,5,"[49, 46, 26, 9, 14]"
76,0.1029121745650083,0.33072985134124755,87.82,99.79,0.8793325912430541,0.8782,0.8761314884129575,5,"[11, 43, 47, 5, 25]"
77,0.06240912044065072,0.4421741979956627,84.91,99.8,0.8716631978933794,0.8491,0.8397465740188452,5,"[33, 10, 18, 49, 6]"
78,0.17357924790344453,0.3461071764230728,87.58,99.87,0.8928514844263326,0.8758,0.8760369581447425,5,"[37, 28, 21, 15, 13]"
79,0.08416360937968874,0.317715020942688,89.25,99.7,0.8932678173693728,0.8925,0.8896358997173376,5,"[8, 35, 17, 2, 37]"
80,0.09086472054641678,0.3300957260251045,88.2,99.8,0.8849834725966899,0.882,0.8807395699796025,5,"[14, 38, 46, 16, 9]"
81,0.11177940734932228,0.3094801327586174,89.3,99.85,0.898456472444929,0.893,0.8887604587017502,5,"[15, 23, 1, 13, 14]"
82,0.09668392640547802,0.3346799954414368,88.01,99.74,0.8855267793426885,0.8801,0.8786682631010668,5,"[12, 27, 20, 26, 17]"
83,0.07696563723597068,0.3405183648109436,88.25,99.75,0.8878687516909051,0.8825,0.8809132656116719,5,"[5, 34, 7, 24, 9]"
84,0.1314867633648044,0.39874320482015607,85.81,99.8,0.8713913861394967,0.8581,0.8565118226924145,5,"[13, 0, 38, 10, 28]"
85,0.03320068339485175,0.5331369878530502,83.71,99.6,0.8746793186143068,0.8371,0.8203533648672772,5,"[2, 31, 32, 40, 43]"
86,0.08909938853451123,0.4256797637224197,85.74,99.58,0.8773851596814713,0.8574,0.8479558979966448,5,"[41, 24, 34, 38, 5]"
87,0.07656249339095753,0.4039266261577606,87.59,99.67,0.8868226421645219,0.8759,0.866074482445267,5,"[2, 49, 43, 0, 35]"
88,0.08856277362114684,0.5099511732578278,84.48,99.81,0.8712080765764948,0.8448,0.834412909169428,5,"[29, 10, 38, 48, 11]"
89,0.11251647859954932,0.49923301849365237,84.52,99.86,0.8833855164124307,0.8452,0.8374646663565565,5,"[16, 8, 37, 36, 45]"
90,0.09995739745795808,0.5054208246946335,84.14,99.82,0.8726731535376588,0.8414,0.839405680968088,5,"[3, 24, 12, 46, 36]"
91,0.11836015738339878,0.7572465167164802,78.17,99.73,0.8587777892117058,0.7817,0.7683642869200533,5,"[26, 31, 28, 14, 38]"
92,0.10572593826541213,0.35417657990455625,87.44,99.75,0.8870295390256963,0.8744,0.8712177526326046,5,"[11, 41, 14, 40, 21]"
93,0.06252542538083003,0.4165274653673172,85.87,99.78,0.8729512966269248,0.8587,0.852812754105141,5,"[7, 10, 26, 49, 32]"
94,0.1264567630180228,0.36624333307743073,87.08,99.77,0.8819220313323256,0.8708,0.8647300212120439,5,"[43, 13, 15, 5, 28]"
95,0.08285598340018943,0.39106264986991884,86.6,99.67,0.8784007288691591,0.866,0.8591931201575606,5,"[44, 18, 14, 2, 5]"
96,0.05550831207684437,0.6356099746584892,81.45,99.78,0.8697701058362213,0.8145,0.8033237185650162,5,"[31, 4, 36, 38, 46]"
97,0.07564616380091238,0.4296255518913269,86.22,99.74,0.8839194228192339,0.8622,0.8573207329915098,5,"[4, 2, 26, 20, 47]"
98,0.15311998758814757,0.40619519665241244,85.95,99.44,0.8729935945637746,0.8595,0.8588121282047178,5,"[44, 30, 46, 19, 21]"
99,0.13738470670427239,0.36921170209646226,87.65,99.58,0.8823864646342918,0.8765,0.8736450578376018,5,"[35, 2, 39, 38, 30]"
